test_id,test_name,attr_id,attr_name,unique
10616,Urine R/M/E,13019.0,Epithelial Cells,"['0-2' '2-4' '1-2' '0 - 2' '0-1' '3-7' '1-2/HPF' '2 - 4' '1 - 2' '3 - 5'
 '2-4/HPF' '0-1/HPF' '0-2/HPF' '6-10' '5-8/HPF' '3-6' '4 - 6' '8 - 12'
 '5-8' '10 - 12' '1-3/HPF' '2-5/HPF' '2 - 3' '2 - 6' '5-7/HPF' '2-5'
 '0 - 1' '2-3' '6 - 10' '2-3/HPF' '6 - 8' '1-2 /HPF' 'Plenty' '4-6/HPF'
 '2-6/HPF' '6-10/HPF' '5-10' '20-25' '1-3' '10-12' '1 - 3' '2 - 5'
 '10 -12' '5 - 8' '3-5/HPF' '1-5' '2-4 /HPF' '3 - 6' '5-9' '20 - 25' '3-5'
 '8-12/HPF' '2 - 8' '3 - 7' '8-14' '3-6/HPF' '12 - 15/HPF' '2 - 4/HPF'
 '10 - 12/HPF' '2-6' '0 - 1/HPF' '01-02' '0 - 2 / HPF' '0 - 2/HPF'
 '1- 2/HPF' '1 - 2/HPF' '12 - 16' '12-16/HPF' '8-10/HPF' '12-15/HPF' '4-8'
 '5 - 7' '4-6' '3-8' '8-12 /HPF' '2-3 /HPF' '3 - 4' '10-15/HPF'
 '10-12/HPF' '8-10' '6-18' '12-16' '12-15' '3.-5/HPF' '5-7' '6 - 12']"
10616,Urine R/M/E,13020.0,Reaction,['Acidic' 'Alkaline']
10616,Urine R/M/E,13021.0,Albumin,['(++)' 'Nil' '(+)' 'Trace' '(+++)']
10616,Urine R/M/E,13022.0,Sugar,['(+)' 'Nil' 'Trace' '(+++)' '(++)']
10616,Urine R/M/E,13023.0,Ex. Phosphate,['Nil']
10616,Urine R/M/E,13024.0,#,['Spermatozoa- Present']
10616,Urine R/M/E,13025.0,Dead Sperm,['0-1']
10616,Urine R/M/E,13026.0,Cystine crystal,['Nil']
10616,Urine R/M/E,13027.0,Cellular,['Nil' 'a few' '(+)']
10616,Urine R/M/E,13028.0,Yeast,['Nil' '(+)' '(++)' 'Trace']
10616,Urine R/M/E,13029.0,Spermatozoa,['Nil' '(+)' 'Few' '(++)']
10617,Stool R/E,13030.0,Stercobilinogen,['Not done' 'few' 'Plenty' 'Not found' '(+)']
10617,Stool R/E,13031.0,A. lumbricoides,['Not found']
10617,Stool R/E,13032.0,Hook Worm,['Not found']
10617,Stool R/E,13033.0,T. trichiura,['Not found']
10617,Stool R/E,13034.0,R B C,"['Nil' '5 - 10/HPF' '0 -1/HPF' '2 -4/HPF' '2-4/HPF' '2-4 /HPF' '0-2/HPF'
 '1 - 3/HPF' '2 - 4/HPF' '0 - 2/HPF' '1 - 2/HPF' '0-2 /HPF' '0-1 /HPF'
 '4 - 6/HPF' '4-6 /HPF' '0-1/HPF' '2-3/HPF' 'Plenty' '4-6/HPF' '2 - 3/HPF'
 '0 - 1/HPF' '2-5/HPF' '1-2/HPF' '2-4' '2-3 /HPF' '8-12 /HPF' '2-6/HPF'
 '10 - 15/HPF' '6-12/HPF' '1-3 /HPF' '2-6 /HPF' '0-1' '1-3' '1-3/HPF'
 '0-2' '4 - 8/HPF' '5-8 /HPF' '1-2 /HPF' '1 -3 /HPF' '10-15 /HPF'
 '3 - 6/HPF' '2-6' '6 - 10/HPF' '2-5 /HPF' '4 -6/HPF' '1 -2/HPF'
 '5-10/HPF' '0-4/HPF' '4-8/HPF']"
10617,Stool R/E,13035.0,Pus Cells,"['14-16' '5-7' 'Plenty' '2-4/HPF' 'Nil' '5-8/HPF' '6 - 10/HPF' '1-2/HPF'
 '3 -8/HPF' '1 -3/HPF' '4-6/HPF' '10-12 /HPF' '1 - 3/HPF' '15-20/HPF'
 '12 - 15/HPF' '5-10/HPF' '10 - 12/HPF' '0-3' '2 - 4/HPF' '5 - 8/HPF'
 '8-12/HPF' '15-20 /HPF' '8-12 /HPF' '3 - 5/HPF' '3-5/HPF' '0-2 /HPF'
 '10-15/HPF' '1-3 /HPF' '20 - 25/HPF' '10-20 /HPF' '4-8/HPF' '12-15 /HPF'
 '20-30/HPF' '0-2/HPF' '6 - 12/HPF' '6-10/HPF' '5-8 /HPF' '2-4 /HPF'
 '0-1/HPF' '12-15/HPF' '12-15' '0-2' '10 - 20/HPF' '5-7 /HPF' '3-6/HPF'
 '8 - 12/HPF' '2-5/HPF' '5-7/HPF' '2-4' '0 - 2/HPF' '2-3/HPF' '5-8'
 '3-5 /HPF' '2 - 4' '3 -5/HPF' '5 - 7/HPF' '2-6 /HPF' '10-12/HPF'
 '6-8/HPF' '6-10 /HPF' '2-6/HPF' '12 - 18/HPF' '1-3/HPF' '15 - 20/HPF'
 '4 - 6/HPF' '5-10 /HPF' '0 - 3/HPF' '0 - 2 /HPF' '2 -6/HPF' '4-6 /HPF'
 '3-6 /HPF' '2 - 3/HPF' '10 - 15/HPF' '10-14/HPF' '12-17 /HPF' '10-15'
 '10-20/HPF' '2 - 6/HPF' 'Pleny' '10-15 /HPF' '4 -6/HPF' '6 -10/HPF'
 '1 - 2/HPF' '3-5' '20 - 35/HPF' '4- 6/HPF']"
10617,Stool R/E,13036.0,Epithelial Cells,"['0-1' '2-4' '1 - 2/HPF' '0-2/HPF' 'Nil' '2-4/HPF' '8-12/HPF' '2 - 4/HPF'
 '1 -3/HPF' '1 -2/HPF' '1-2/HPF' '2 - 6/HPF' '0-1/HPF' '1-3' '3 - 5/HPF'
 '2-4 /HPF' '1-3/HPF' '0-2 /HPF' '0-1 /HPF' '5 - 7/HPF' '1-2 /HPF'
 '0 - 1/HPF' '(+)' '1-2' '3-5 /HPF' '1 - 3/HPF' '0 - 2/HPF' '2 - 4'
 '1-3 /HPF' '2-5 /HPF' '3-5/HPF' '2-4 ?HPF' '3 -5/HPF' '4 -6/HPF'
 '0 -1/HPF' '3-5']"
10617,Stool R/E,13037.0,Vegetable Cells,['(+)' 'Few' 'Nil' '(+++)' '(++)' 'A Few' 'Very few']
10617,Stool R/E,13038.0,Starch,['Trace' 'Few' 'Nil' '(+)' '(++)' 'A Few' '(+++)']
10617,Stool R/E,13039.0,Muscle Fibres,['(+)' 'Nil' 'Few' '(++)']
10617,Stool R/E,13040.0,Fat Globules,['Nil' '(++)' 'Few' '(+)' '(+++)' 'A Few']
10617,Stool R/E,13041.0,Yeasts,['Nil' 'Trace' '(+)' '(+++)' '(++)']
10617,Stool R/E,13042.0,Floatation method,['Not done']
10617,Stool R/E,13043.0,Consistency,"['Semi liquid' 'Liquid' 'Soft' 'Semi-Solid' 'Semi-Liquid' 'Loose'
 'Semi Liquid' 'Semi-liquid' 'Watery' 'Solid' 'Water' 'Semi solid']"
10617,Stool R/E,13044.0,Blood,['Nil' 'Trace']
10617,Stool R/E,13045.0,Mucus,['(+)' 'Nil' 'Trace' '(++)' 'Scanty']
10617,Stool R/E,13046.0,PROTOZOA,['.' 'VEG']
10617,Stool R/E,13047.0,Ent. histolytica,['Not found' '(+)' 'Few' '(++)']
10617,Stool R/E,13048.0,Ent. coli,['Not found' '(+)' 'Few']
10617,Stool R/E,13049.0,Reaction,['Acidic']
10617,Stool R/E,13050.0,Reducing Substance,['Not done' 'Absent']
10617,Stool R/E,13051.0,Color,"['Brown' 'Yellowish' 'Greenish' 'Yellow' 'Whitish' 'Redish' 'Blackish'
 'Reddish' 'Whitiesh']"
10617,Stool R/E,13052.0,Odor,['Offensive']
10617,Stool R/E,13053.0,Giardia intest,['Not found']
10617,Stool R/E,13054.0,Occult Blood Test,['Not done' 'Negative']
10617,Stool R/E,13055.0,Macrophage,"['Nil' '(+)' '2-3/HPF' 'Few' '4-6/HPF' '4 - 6/HPF' '4-8 /HPF' '1-2 /HPF'
 '4-8/HPF' '2 - 3/HPF' '6-8 /HPF' '(++)' '5 - 10/HPF' '2 -4/HPF' 'A Few'
 '2 - 4/HPF' '2 - 5/HPF']"
10617,Stool R/E,13056.0,Cyst,['Not found' 'Not found.' '(+)' 'E. coli (+)']
10617,Stool R/E,13057.0,Ova,['Not found']
10624,Malaria Ag (ICT),13065.0,Malaria Ag (ICT),['Negative']
10625,Kala Azar Ab (ICT),13066.0,Kala Azar Ab,['Negative']
10626,Lipid Profile Serum (R),13070.0,LDL Cholesterol,['**' '-' '***' '---']
10637,ANA (ELISA),13109.0,ANA,['Negative' 'Positive']
10645,Dengue Antibody IgM ICT,13156.0,Dengue Antibody IgM ICT,['Negative']
10646,Dengue Antibody IgG & IgM,13157.0,Dengue Antibody IgG ICT,['Negative' 'Positive']
10646,Dengue Antibody IgG & IgM,13158.0,Dengue Antibody IgM ICT,['Negative' 'Positive']
10655,CBC,13364.0,ESR (Westergren Method),['QNS' '>140']
10655,CBC,13377.0,Mature looking lymphocytes,['\\']
10655,CBC,13379.0,R.D.W.-C.V.,['----' '--']
10655,CBC,13381.0,M.P.V,['>>>>' '----' '-----' '---' '--' '-']
10655,CBC,13387.0,ESR,['QNS' '.']
10661,Dengue Antibody IgM,13421.0,Dengue Antibody IgM (ICT),['Negative' 'Positive' 'Weakly positive']
10664,Blood Film (PBF),13425.0,WBC,"['Mature, normal in count and distribution.'
 'Mature normal in count with increased distribution of neutrophil according to age.'
 'Mature with the distribution shown.' 'Mature with above distribution.'
 'Mature with normal in count and distribution.'
 'Mature, normal in count with increased distribution of neutrophil.'
 'Mature with normal count and distribution.'
 'Mature with increased total count.'
 'Mature with fair number of dysplastic monocyte.'
 'Mature with normal distribution and count.'
 'Mature normal in count and distribution.'
 'Mature increased total count with increased distribution of neutrophil.'
 'Mature with fair number of reactive lymphocytes.'
 'Mature with increase distribution of neutrophil.'
 'Mature with increase total count and increase distribution of neutrophil.'
 'Mature with some reactive lymphocytes.'
 'Mature with increase distribution of eosinophil.'
 'Mature with fair number of reactive lymphocyte.'
 'Mature with increased distribution of neutrophil.'
 'Mature, normal in count and distribution according to age.'
 'Mature with few band from no toxic granules.'
 'Mature with features of neutrophil leucocytosis.'
 'Marked neutrophil leucocytosis with shift to left.'
 'Mature with above normal in count and distribution.'
 'Mature with few bed form no toxic granules.'
 'Mature with fair number of neutrophil having toxic granules.'
 'Mature, normal in count with increased distribution of eosinophil.'
 'Mature normal in count with increased distribution of neutrophil.'
 'Mainly mature with fair number of reactive lymphocyte & atypical cell.'
 'Mature with the above distribution with few reactive lymphocytes.'
 'Mature, increased total count with increased distribution of neutrophil.'
 'Mature with features of mild neutrophil leucocytosis.'
 'Mature with increased distribution of eosinophil.'
 'Mature with average normal distribution.'
 'Mature with increased distribution eosinophil.'
 'Mainly mature with occasionaly myelocyte.'
 'Mature but decreased distribution of neutrophil.'
 'Mature but decreased in number.'
 'Mature increased in total count and increased distribution of neutrophil according to age.'
 'Mature with above distribution and some reactive lymphocytes.'
 'Mature, normal in count with increased distribution of lymphocyte.'
 'Mature normal in count and increased distribution of neutrophil.'
 'Mature with increased distribution of neutrophil having hypersegmented nucleus.'
 'Mature, increased total count and increased distribution of neutrophil.'
 'Mature with few hypersegmented neutrophil.'
 'Mature increased in total count with increased distribution of neutrophil.'
 'Mature increased total count with increased distribution of neutrophil according to age.'
 'Mature, normal in count and increased distribution of neutrophil.'
 'Mature with above distribution and count.'
 'Mature with fair number of neutrophil having vacoule and dysplastic changes.'
 'Mature with normal in count with increased distribution of neutrophil.'
 'Mature, increase in count and distribution of neutrophil.'
 'Mature increase total count and normal in distribution according to age.'
 'Mature with few reactive lymphocytes.'
 'Mature with increased distribution of neutrophil having toxic granules.'
 'Mature with features of neutrophil leucocytosis, mild.'
 'Mature with the above distribution.'
 'Mature with distribution shown, some reactive lymphocytes.'
 'Mature normal in count with increased distribution of eosinophil.'
 'Mature normal in count and increased distribution of neutrophil according to age.'
 'Mature, normal in count and increased distribution of lymphocytes according to age.'
 'Shows left shift maturation, majority of cells are lymphoblast.'
 'Mature with fair number of hypersegmented neutrophil.'
 'Mature increased total count and normal in distribution.'
 'Mature with increased eosinophil count.'
 'Mature normal in count with increased distribution of lymphocytes.'
 'Mature with increased total count and neutrophils.'
 'Mature with features of mild neutrophil leucocytosis,some neutrophil show toxic granules.'
 'Mainly mature with few myelocyte.'
 'Mature with above distribution of count.'
 'Markedly increased in number with left shift maturation, most of the cells are lymphoblast.'
 'Mature with features of neutrophil leucocytosis with some neutrophil shows toxic granules.'
 'Mature with the above distrubution.'
 'Mature, normal in count & increased distribution of lymphocytes.'
 'Mature with features of neutrophil leukocytosis, mild peripheral.'
 'Mature with neutrophil leucocytosis.'
 'Mature with features of neutrophil leukocytosis, mild'
 'Mature increased in total count with increased distribution of neutrophil according to age.'
 'Mature normal in count and distribution according to age.'
 'Mainly mature with fair number of myelocyte.'
 'Matur with some reactive lymphocytes.'
 'Mature with increase distribution of neutorphil & eosinophil.'
 'Mainly mature with few myelocyte and dysplastic monocyte.'
 'Mature increased total count with increased distribution. of neutrophil.'
 'Mature normal in count with increase distribution of neutrophil.'
 'Mature with  distribution.'
 'Mature normal in count & distribution according to age.'
 'Mature with normal count and distribution'
 'Mature with the distrubution shown.'
 'Mature increaed total count with increased distribution of neutrophil.'
 'Mature with the average normal distribution.'
 'Mature, with reduced total count'
 'Mature with the distribution shown with some reactive lymphocytes.'
 'Mature with few band form no toxic granules.'
 'Mature normal in count gross shift to the left some blasts are also seen.'
 'Mature with increase distribution of neutrophil having toxic granules.'
 'Mature lower limit normal in count and increased distribution of lymphocytes according to age.'
 'Mature with nomal in count and distribution.'
 'Mature increase total count with increase distribution of neutrophil.'
 'Mature with above distribution with some reactive lymphocytes.'
 'Mature with most of the neutrophil having toxic granules.'
 'Mature with increased WBC and neutrophils.'
 'Mature with few atypical mononuclear cell.'
 'Mature with the distribution shown some reactive lymphocytes.'
 'Mature with low count.'
 'Mature with decreased distribution of neutrophil.'
 'Mature with normal in total count and distribution.'
 'Matur, normal in count and distribution.'
 'Increase in number with fair number of myelocyte and dysplastic monocyte.'
 'Mature normal in total count and distribution.' 'Mature.'
 'Mature normal in count and increased distribution of eosinophil.'
 'Mature normal in count with increased distribution of number.'
 'Marked neutrophil leucocytosis with mild shift to left.'
 'Mature with increased distribution of lymphocyte.'
 'Mature increased in total count with distribution of neutrophil.'
 'Mature with the normal distribution.'
 'Mature with average distribution.'
 'Mature with average distribution with some reactive lymphocytes.'
 'Mature with normal distribution.'
 'Mature but decrease distribution of lymphocyte.'
 'Mature with the distribution.' 'Mainly mature with few myolocyte.'
 'Mature increased in count and normal in distribution.'
 'Mainly mature with few myelocyte. Hypersegmented neutrophil and basophil are also noted.'
 'Mature with feature of neutrophil leucocytosis.'
 'Mature, lower limit normal in count and distribution.']"
10664,Blood Film (PBF),13426.0,Platelets,"['Adequate.' 'Normal.' 'Normal in count and morphology.' 'Normal'
 'Decreased in number.' 'Normal count and morphology.' 'Reduced.'
 'Lower limit normal.' 'Normal in count and morpholgy.'
 'normal in count and morphology.' 'Increased.'
 'Lower limit normal in count.' 'Increase in number.'
 'Decrease in number.' 'Marginal.' 'Normal in count and distribution.'
 'Adequate' 'Decreased.' 'Normal in number and arranged in clusters.'
 'Increased in number.' 'Increase.'
 'Decreased in number with anisocytosis.'
 'Increased in number with anisocytosis.' 'Normal in count and mophology.'
 'Moderately increaed in number.' 'Borderline normal.' 'Grossly reduced.'
 'Decreased in number' 'Normal in number and morphology.' 'Reduce.'
 'Normal in counr and morphology.' 'Scanty.' 'Marginal'
 'Adequate with variable in size and shape.' 'Mormal.' 'Reduced'
 'Marginally reduced.' 'Normal in number with anisocytosis.'
 'Marginally normal.' 'Borderline normal in count.'
 'Normal in ocunt and morphology.'
 'Markedly increase in number with anisocytosis.']"
10664,Blood Film (PBF),13427.0,Malarial Parasite,['Not found.' 'Not found' 'Normal blood film.']
